Gene Symbol	Monocytes C	NK	T CD8 Memory	T CD4 Naive	T CD8 Naive	B Naive	T CD4 Memory	MAIT	T gd Vd2	Neutrophils LD	T gd non-Vd2	Basophils LD	Monocytes NC+I	B Memory	mDCs	pDCs	Plasmablasts
RHPN1	0	0.138605746	1.072287765	14.0043827	8.542180458	1.054068588	7.9730046	5.15934006	6.763887018	0.152086702	2.191329608	0.436728808	0.280451555	1.441890817	17.196345	12.95182346	0.685012117
CHRM3-AS2	0.33001397	14.46461375	13.50987424	468.846804	208.4179166	0.118860505	204.6891879	63.30378023	48.9664768	0.181582809	14.26772778	119.4789201	3.678342494	0.254850095	0.554559615	0.332364469	0.120276195
REG4	0	0	0.006761951	0.85392138	5.209456514	0	0.039259866	0	0.334716142	0	0	0	0	0	0	0	0
RP3-477M7.5	0	0	0.263488235	1.929579078	96.9111131	0	0.749765272	0	0.48574495	0	1.010850253	0	0	0	0	0	0
SFRP5	0	0	0.013070318	0.032577709	2.766411648	0	0.037656991	0	0	0	0.065973325	0	0	0	0	0.045280958	0
MXRA8	0.167347702	0.039752956	0.050658433	3.710975803	20.55328043	0	0.678919841	0.11348006	2.249856707	0.053548728	0.048325763	0	0.445470353	0.042336679	0.462154224	0.631231347	0.363738281
NRCAM	0	0	0.020617372	3.733153793	14.27847928	0.061297796	0.361003153	0	1.472652867	0	0.381439244	0	0	0.618043727	0	0	0
CD248	0	0	0.725115159	5.206278392	39.32790006	0	0.303875418	0.439536937	1.579405839	0	0.939023369	0	0	0.07983671	0	0	0
CA6	1.499420095	1.171942819	1.043321026	10.03032477	20.80478265	1.315173466	2.422631507	0.863539753	2.327905142	0.540722612	0.937092619	0.871632305	0.954139864	1.169213633	2.654313175	0.9471417	1.356419025
DSC1	0.022491006	0	0.195710106	10.99602415	15.4399463	0	1.130779466	0	0.255126413	0	0	0	0	0	0.057120643	0	0
GLIS3	0.98121838	0	0	0.571521736	3.59811846	0	0.63415485	0.257881439	0.184992963	0.126865796	0	0	0.55897632	0.013690197	0	0	0
S100B	0.287250776	5.270648633	0.74492149	0.96700333	22.37207763	0.660219815	0.509303843	2.306285872	21.37346192	0.20197151	1.436505106	0.507394291	4.960474927	0.338672852	30.5504774	1.509460467	0.7572586
DSEL	0.317061111	0.190795389	0.226643438	0.276506643	2.826663174	0.151900206	0.800809774	0.312092223	0.295329472	0.185169782	0.60277079	0.157682531	0.274954277	0.113417182	0.591847506	0.189604065	0.236470427
SLC7A3	0	0	0.735560889	0	3.620956868	0.136559039	0.039447161	0	0	0	0.264144527	0	0	0	0	0	0
ASIC1	0	0	0.03824959	0.353490812	1.810967036	0	0.144524658	0	0	0	0	0	0	0	0	0.061784278	0
RP11-291B21.2	0	5.221523579	46.85206794	2.085384722	232.277526	0	2.188591888	1.573339611	29.37191604	0	43.87075938	0	0	0.367504362	0	0	0
LRRN3	0.155373233	0.418624399	2.863237989	126.1564548	150.9101414	0.988819271	16.02920491	0.700675533	10.78138372	0.073847257	2.894726219	0.276845438	1.196786434	0.62897423	1.871844872	1.146504071	0.494956692
IQCA1	0	0	0.145721409	0.038012311	1.897187495	0.031053891	0.087199856	0.132655679	0.190841439	0	0.039112474	0	0	0.205902604	0	0	0
RNF157-AS1	0	1.473539809	0.375289484	13.42515287	21.51032042	0	5.491972545	0.339151688	2.252913495	0	1.482080909	0	0	0	0	0	0
RP5-1184F4.7	2.126822501	1.856075331	0.93470103	9.321740453	8.562901595	1.401652452	3.59110272	2.251630415	1.690945956	0.785418915	1.156441387	1.082350235	2.378230094	1.389212834	4.222719546	1.12520968	2.537113426
TMEM108	0.170379228	0.20625005	0.124929626	0.2145324	2.450155902	0.147604415	0.435997858	0.131336064	0.112749076	0.08755271	0.118893114	0.738976731	0.326554397	0.201544731	0.570753188	0.159974379	4.481990039
PCSK5	19.30840838	7.329950352	1.606810289	28.45752711	19.43818738	1.244984718	7.107718195	2.512189748	1.541996586	1.884269085	2.196096703	1.158351058	4.940698811	1.362151104	51.92401162	2.208880265	1.462434884
ARHGEF4	0.525635996	0.501211002	1.074408555	6.58852323	10.54503307	0.37529039	2.419281423	0.969870408	0.706386918	1.062350335	1.585755382	0.245135095	0.392100198	0.428713624	2.333297622	8.72749824	0.476074558
AGBL3	0.760218812	6.113455953	5.973615896	11.33536637	29.48872565	5.170575723	6.20823369	2.720923092	4.741258112	0.070047591	7.496567241	0.984682345	1.089715479	7.462736379	10.7507805	11.84359591	30.03914575
RP11-61O1.2	0	0	1.513173073	69.59012216	54.52295843	0	14.81315568	0.224030147	5.271746455	0	2.942322513	0	0	0	0	0	0
AC093609.1	0.658484796	4.522880092	5.611740628	2.73751417	11.08589068	0	1.119338151	1.032413963	6.802415796	0.66683903	5.560440606	0	0.429531456	0.093115677	1.432882746	0	0
COL6A3	0.173390889	0.117531945	0.267381341	0.795919678	2.553024321	0.223734697	1.192346343	0.129217207	0.853755112	0.130164521	0.447266522	0.215339112	0.190998737	0.127825877	0.656158668	0.19620164	0.36163306
PCSK6	0.617583373	1.588154073	0.863885765	1.717629893	3.967342277	1.06841363	0.845593317	0.470420001	2.223532164	0.201288217	1.763366819	0.523640404	1.906502516	1.672811338	1.808405068	1.282949264	2.866892067
ANKRD31	0	0.104374793	0.310417501	1.368032584	1.800754456	0.041004032	0.521816961	0.136418058	0.608737826	0	0.236307119	0.054342006	0	0.094844388	0	0	0
CEP41	15.20111536	14.83002327	14.54665708	29.35383973	51.84539152	6.607240588	16.0606421	11.12940529	23.3929898	1.252902544	18.22833387	14.88765202	19.14948925	10.32353854	81.26799058	16.21666254	43.57403459
CD8B	0	3.261351255	454.9161899	12.50203032	582.0641978	0.075985763	11.57276359	55.45536232	37.36795299	0.066410083	16.57387043	9.408112522	0.096015826	0.002432136	0.416305916	0.612594671	0
ANAPC1P1	0.070824273	0.399807708	2.809677119	0.764900046	4.834169291	0.601867754	0.603119951	0.420854942	0.827044297	0.108406756	0.441071656	0.738157184	0.285379232	0.486260584	0.954299151	0.882348348	1.303773668
FCGBP	0.275515432	5.024534559	5.043308851	3.820713748	13.42709193	2.590445315	2.416063966	1.56332193	7.47203809	0.007993904	6.215643507	0.003277418	1.292573844	0.557726051	8.270820189	0	0.095127268
SUCLG2-AS1	1.195545117	3.69168157	2.335241011	8.440425468	12.20663859	3.499468218	4.504525454	1.837485603	6.165665876	0.721975349	2.293373144	0.588208905	1.35592689	0.865647731	2.192041601	1.104008081	9.037872413
SLC16A10	0.485834406	0.407418968	0.35805771	5.601058668	4.57749687	0.409997127	2.319837235	0.444129588	1.280337558	0.233084244	0.456723793	0.80316633	0.859208879	0.673947031	2.388281812	0.447167394	1.281516503
CNN3	0.368437973	0.215605952	1.065213784	7.869547788	12.02535711	7.237059788	2.665780302	1.580747441	1.520709445	0.295621278	1.606816073	0.070520056	0.553253337	2.947828167	1.410263368	0	1.680715464
HAVCR1	1.149013671	10.63294161	0.897651599	28.87450773	29.0201826	0.314350261	14.58364528	0.462498881	1.557611676	0.315013052	3.211820919	0.48269481	3.986216934	0.268212159	55.61520185	0.874449171	0.294179852
NPAS2	0.174711683	0.130180796	0.128588967	1.852177418	2.700185351	0.185121095	0.875004435	0.571554492	0.224987349	0.158448959	0.143585996	0.103854576	0.395508004	0.160344312	0.621669893	0.92936944	0.295591017
SCML1	12.58784886	1.438744996	0.479511114	23.95777341	19.68000407	7.660304353	7.193533484	0.307511083	1.265630581	1.040598634	1.063330847	0.214545137	22.38506255	2.758675236	60.15210848	2.706490175	0
RP11-317F20.3	0.338380283	1.300993511	0.825655163	2.287084309	3.915217888	1.829378503	1.613810099	0.421437983	0.894903709	0.234557004	0.485642275	2.395085274	0.682913707	0.789844433	0.988885	0.107107712	1.029898975
SREBF1	11.65174947	5.255607441	5.485130675	17.38916077	19.60546069	5.20102222	10.9444309	11.05856258	14.42632193	4.18807739	9.177327353	1.268453954	16.15931285	4.703294797	27.39372812	17.71880007	21.45957211
NT5E	0.509720282	1.440434128	4.50591439	7.309893275	56.91173318	58.50768678	7.222025	3.094987632	10.18430058	0.052268672	7.504490291	0.023974115	0.87464136	39.89960804	4.19986642	0.62093928	20.10730673
XKRX	0	0	0.055993527	1.961551229	3.120574674	2.990979151	0.142297235	0	0	0	0	0	0	0.959833122	0	0	0.606928049
MTUS1	0	0.047113404	1.568080011	10.33589984	11.72859062	0.724985263	6.370054084	1.072104136	1.01209775	0	1.193635495	0.047841181	0.28879275	0.208787108	0	0.253693874	0.907468886
GAL3ST4	1.16616498	1.222017528	0.351353109	17.92968204	12.96437044	0.883304723	8.312641711	0.275748168	1.879217552	0.762692259	1.966406949	0.283009834	0.948295339	0.977248618	1.902747807	22.68323897	0.526404818
WHAMMP2	0.901814053	5.739281834	2.166407764	7.95358204	6.198016942	1.179605355	3.403784201	0.766650788	2.043141792	0.553972915	2.93717394	0.829801629	1.292776022	0.926156819	8.271709655	2.471965938	2.548683402
PLAG1	2.092627457	1.155151239	0.473299177	10.05067768	10.03194773	3.415196005	4.33253472	0.219654948	1.420993601	0.101602709	0.476625567	1.535261859	1.84594357	5.562197291	3.303415472	3.111680117	8.493279386
LMO7	5.889235912	5.80350013	7.531839247	51.51673861	37.84857948	15.1808331	21.75262698	7.701634485	14.3628534	0.826747189	11.95377744	5.233015892	7.548204801	12.97903579	21.39332745	11.81622794	23.21422142
RBM11	0	0	1.404942563	10.6639661	15.88432647	3.811451618	4.308446976	0.607458313	2.335317286	0.492444898	0.640145057	2.580452793	0	4.329252272	0	0	0
DFNB59	1.028916744	0.156118265	0.956125677	2.283632619	4.350793996	1.107419666	1.534122021	0.608012286	0.400448811	0.029864784	0.378871866	0	0.028652807	0.919857552	8.53549203	4.82813164	3.826995078
ROBO1	0.875502885	0.343360045	0.219596574	0.191883284	3.420139316	0.337977425	0.288410102	0.167089333	0.526522302	0.293447329	0.23335206	0.215487299	0.783885786	2.429468994	4.661780985	0.415897284	4.02126557
EPHA1	9.960932295	3.588097457	2.955872621	44.86044763	37.6026857	1.679746792	23.52485383	3.376954428	6.37416962	14.54828073	3.372333078	6.502924738	16.02909791	1.751326142	26.65969884	12.7135924	7.448344884
FOXP1-AS1	18.75150979	6.623540935	7.388283629	26.37230355	32.71589731	31.2905068	20.51988055	3.485574174	8.246174087	4.996989436	5.815369478	7.905701711	20.75314559	13.75248827	49.24123003	22.66258485	8.042654522
SOAT2	0	0	0.192517945	0.474814876	3.831363613	0	1.281198272	2.876374726	2.722987183	0	0.389658419	0	0	0.021063747	0	0	0
NAA16	32.36283754	27.41192	29.43852316	49.16972844	63.06961338	21.10085	37.69546772	20.30927726	39.35566859	3.148589053	32.56076419	17.33665811	26.17724759	11.9219419	50.08514514	21.25463121	70.28256392
PRKAR1B	2.572528019	4.576151589	6.014718354	22.15119018	25.72388416	4.726666853	9.652220084	7.20172091	11.20013988	0.023025264	6.938054974	0	2.591778012	5.710676892	18.4552018	6.824291032	47.17363493
NELL2	0	1.980320136	29.97958471	195.8059043	325.269237	1.083056778	91.38935637	37.31271638	48.978975	0.103044442	32.42296781	0	0.236216843	0.039937882	0.7160174	0	0
RP11-415F23.2	7.505435858	8.829273124	9.860713865	75.97937988	75.15139786	9.26155505	33.30355135	19.15193684	20.16238098	1.065003048	9.501941885	2.348240811	11.65627899	3.844337227	29.30048457	8.354758206	5.720346636
RNF157	1.599782886	3.156445978	3.595731667	20.22020423	19.97064684	1.165205419	14.96177192	8.170384738	6.128547714	0.939570327	3.50594267	0.574566874	1.978149447	0.935025948	3.815944913	1.324984293	2.016445641
P2RX6	0.424326251	0.55362535	0.271473629	1.039974445	3.511818196	0.365140922	0.718136303	0.716519362	0.787534879	0.372188519	0.178382187	1.628378597	0.641724883	0.58868642	0.930370349	0.634100545	0.242061405
CRTAM	24.56498339	23.07920863	33.98882285	12.6457745	42.26458448	1.023963651	3.499043619	11.45532648	20.64379949	2.333165167	46.68652895	0.494225198	20.92159714	0.986079052	63.32648604	0.759177947	2.091649036
DNAH6	0.523033396	0.650420258	0.450587507	2.782086928	2.806078411	0.463305794	1.825381623	0.348153997	0.457386461	0.096551705	0.727308315	0.458775165	0.744954632	0.52875834	2.455584187	0.402470923	0.211082251
SIRPG-AS1	0.568578766	0.657252006	0.85878877	8.041513417	10.15181112	0.113500851	6.983097912	2.971124175	4.013297129	0.350480801	2.072996144	0.152766699	0.320373608	0.052179461	0.242057232	0.595234873	0.202783316
CYP2J2	0	0.101498413	0.236710331	2.139232459	2.871182839	0.672726495	0.359850209	0	0.079290042	0	0.119311997	0	0	1.279061347	0	2.981558768	6.644741454
RP11-277P12.20	0.257060231	8.527593469	7.763112199	0.345977477	7.883222157	0.273606479	0.221148146	0.694918286	6.094998224	0.11023734	9.537792654	0.164249142	0.776168934	0.115719636	3.851650229	0.498850973	0
DIXDC1	0.217915797	0.688122354	0.498776327	1.643870367	2.905074718	0.141264868	1.733114697	1.090435231	0.262404651	0.120972859	0.223089054	0.743374564	0.326509962	0.278280195	0.881367605	0.126971175	0.999997178
FAM153A	0.567825578	0.53969443	1.375921281	35.12794915	23.50662085	1.040204953	22.40503685	1.523334277	3.684956138	0.103956395	2.321259815	0.26881704	0.681715821	1.035734922	5.242065006	3.857328388	0.892960339
ACER1	1.017411617	0.389203663	0.342485464	4.340736905	3.710080283	0.310973821	2.351017382	0.748991779	1.304812535	0.277065807	0.530240923	0.433293749	0.833904194	0.59185855	2.5444781	0.468461224	0.201547552
CLDN7	1.60665368	0.936322462	1.201988901	1.750335668	4.467340978	2.363799639	1.104103841	2.626065716	3.157168861	0	0.865665612	0	1.848424133	0.36625156	9.863868235	0.219288274	2.731307775
CD8BP	0	0	5.182897786	0	3.459172891	0	0	0.517605749	0	0	0	1.604916845	0	0	0	0	0.575992223
TRBV13	0	0.565006142	28.71981701	34.63689684	48.22050612	0	31.5923722	0.823060747	3.1157625	0	0	0	0	0	0	0	0
SEC14L2	4.092219981	4.276692421	6.974193579	43.30631442	34.73928034	8.127607998	27.73974619	6.821599272	17.4456325	0.119198323	6.379744045	0.925730805	5.271249892	4.980700619	18.5117936	6.621788843	11.24782985
RP11-415F23.4	1.458252454	6.75171489	7.097678626	32.35569404	28.8688924	2.502994381	18.52948735	8.562706975	11.88650336	0	2.630861358	1.626749122	2.832186835	1.066331384	5.839200822	3.153654018	4.957744296
ZNF391	0.268963802	1.199359423	2.489830994	15.32950562	12.01117531	3.761511961	7.72237013	3.822415657	1.323613651	0.332157204	2.471906749	0.218327722	0.129294144	2.690788493	0.857629982	2.054709698	0.917742458
PRKCA	8.468440346	4.116215275	3.340880258	25.96519092	22.49321286	1.139927952	18.85504056	6.191207007	3.972294076	0.474686687	3.65551321	1.811726619	4.358683841	1.121776666	32.14769596	10.69170687	2.652150185
FAM153C	4.579976763	2.295305447	2.506914594	8.720231241	12.23605497	1.798069025	6.37736545	1.658692639	1.670075659	1.791134021	1.804935454	1.876559107	3.298211225	2.858054211	10.53209621	12.0266959	5.332055913
MPP2	0	0	0.131278364	1.911897438	2.788121992	0.146952447	1.141785068	0.427432987	0.53345881	0	0.131630404	0	0	0	0	0	0.245901887
OXNAD1	17.99856951	22.60221263	28.87350709	214.9919599	177.3493058	13.21312231	106.7386873	41.66378601	70.81409393	2.967593297	24.2505738	6.800767024	22.63707501	12.82673104	70.15544461	20.5737667	64.25496636
DCHS1	0.262054925	0.112143757	0.296879507	3.174639231	2.674177222	0.261340374	1.457414064	0.139237893	0.633102473	0	0.457908652	0	0.584844079	0.015987448	0.747647452	1.93544893	0
RHOXF1-AS1	0.341240508	5.498286327	4.896673951	0.711533177	5.474541318	0.698319935	1.133964883	1.957478552	4.521837785	0.155962355	4.97634264	0.33519721	0.83574951	0.782833858	5.525132297	3.926967509	0.85378827
RP11-203J24.8	2.302741646	1.155822159	1.688394524	15.86353018	10.56004992	2.876724429	8.287609127	2.545169456	3.087903679	0.445555126	1.388457768	1.980398275	3.092446201	6.972881579	6.261866723	6.795016716	7.252166713
RP11-265P11.1	0	0	0	0.074080047	0	12.75339976	0.406347246	0	0	0	0	0	0	0.393749225	0	0	0
BMP3	0.060587908	0.038805488	0.011187561	0.025091734	0.03491589	2.513178703	0.046239433	0.033661054	0.026530058	0.029339017	0.01072549	0.037670995	0.045801084	0.135940051	0.236289788	0.056552142	0.214701713
KCNG1	0.311940584	0.171378376	0.091482454	0.188488888	0.198783034	13.76532114	0.247306313	0.097207481	0.205494567	0.211573427	0.218830069	0.137679916	0.345431907	1.178425922	0.770171245	0.111582107	0.244625275
TCL1B	0.085795068	0.159220783	0.01192288	0	0.277294205	22.50854734	0.065901209	0.184133396	0	0.001972806	0.038002223	0.03625866	0.045956951	0.2357971	0.227244178	13.29762314	0.483182798
LIX1	0.372004169	0.433219932	0.209861179	0.167493541	0.178171165	13.78908098	0.291552653	0.174751187	0.400968715	0.135914173	0.189555882	0.361480233	0.360911892	2.041452883	0.682287819	0.274342736	0.493523078
LINC01013	0.359685917	0.175343958	0.139250067	0.561170736	0.221841073	23.06934331	0.316707177	0.10720296	0.274891641	0.240669017	0.169705295	0.182637093	0.306244358	0.967572806	0.968264102	0.202402333	1.595017383
RP11-1070N10.6	1.21E-09	0.01273167	0.107207546	0.026045113	0.06981647	4.294691027	0.053942716	0.051857291	0.13897237	0.088572125	0.057776338	0.043344948	0.046434525	0.11779865	0	1.966550069	0
RP11-164H13.1	8.925857317	1.976093041	1.692347064	1.651786342	1.482042249	30.92097567	1.931006273	1.09227445	2.228936976	4.034469516	0.988847551	1.792840714	3.96714444	2.186640197	6.5121309	7.601810773	1.703299481
TCL6	6.67864709	4.169524306	3.432250355	3.743281127	2.341597751	78.68426847	5.913871285	3.636847673	5.706630093	3.279078482	2.185685519	3.422307055	6.374836272	4.284455357	10.92741051	53.36103338	12.89178922
LIX1-AS1	0.05165688	0.029113683	0.063201272	0	0.106687844	17.75476057	0.131562466	0	0	0	0.038941224	0.052697401	0	3.085996138	0.637850476	0.095828964	0
COL19A1	1.048417276	0.782437763	0.566130636	0.643271905	0.67335439	72.72567874	0.79679402	0.447736002	0.483530757	0.694775979	0.575674351	0.599802117	0.971974809	18.06713073	0.878526694	0.748259666	8.661530385
TCL1A	0.54484331	0.715602587	0.157704143	0.474169821	0.166969407	1757.005806	0.410439698	0.167392795	0.32106382	0.3174051	0.186672948	0.413040671	0.440894246	34.33463131	1.168577479	1833.988361	11.00347058
ASH2LP1	0	0	0	0	0	7.40940529	0	0	0	0	0	0	0	0.875432056	0	0.719601716	2.024643534
LARGE1	0.576577549	1.291808358	0.481905647	0.46795114	0.290575267	38.86855768	0.599859342	0.270571494	0.349476709	0.300422501	0.530988295	0.529498322	0.893614932	9.506310077	3.421421513	0.45448116	16.01410192
SNX29P2	6.776186854	6.368311837	2.616120131	2.896780659	1.906767088	221.620866	2.822287704	0.820590936	3.006489138	0.66782523	3.351171302	2.169013354	6.315242366	65.63504925	77.70588202	15.33962653	13.49205926
FAM111B	1.430339735	1.287832767	1.07230887	1.225710643	1.06715525	22.26557806	2.13887005	0.646221499	1.030034873	0.588918397	0.962583837	1.364474863	1.921790655	14.5838322	3.765151156	2.283557544	16.92774361
IGHD	0.468799598	0.660750348	1.229224392	0.37029098	0.158921343	2035.132908	0.440659375	0.123972852	0.178242946	0.737389625	0.575207508	0.206169794	0.879246302	445.1063921	0.496349407	34.07035057	20.6694317
CORO2B	0	0	0	0	0	4.239640054	0	0	0	0	0	0	0	0.711163956	0	0	0
CTGF	0	0	0.066624122	0.068815586	0.045375655	4.277809533	0.051654341	0	0.023508249	0.122273708	0	0	0.097036493	0.087055161	0.110956322	0.10747707	0.296540983
CD200	2.061965457	1.340853147	3.063431185	8.117219663	1.967713199	142.7118735	4.935932615	5.098041797	1.178144808	2.130262184	2.912402482	2.542678475	1.706598174	17.49385337	8.671144591	7.460534271	14.9060777
RP11-297B17.3	0.695938558	1.16901124	0.580159416	0.595214	0.381296999	29.34987892	0.825750872	0.670214804	1.059682744	0.353200696	0.838896914	0.444637365	0.862082059	11.2650501	3.639614708	1.456039292	1.351491864
MYBPC2	0	0	0	0	0	3.500835565	0.003786324	0	0	0	0	0	0	0.413410689	0.345649799	0.748694991	3.152109811
AC002480.3	0	0	0	0.018292608	0	7.697037889	0	0	0	0	0	0	0	3.437903011	0	0	0
PCDH9	0.092158452	0.333563826	0.070923326	0.116417373	0.063241599	43.68018163	0.133606715	0.090177696	0.05404514	0.059788167	0.083374827	0.674749871	0.132464615	4.29371159	0.268691843	4.83499178	0.153040533
AP001056.1	9.995915731	0.489782248	0.57477232	0.600888962	0.401232765	26.69693337	0.759000916	0.402355324	0.838448135	0.663419233	0.612372134	0.26298968	8.983510707	1.986260555	48.32459955	3.736163285	27.24587323
SNX22	6.163300972	2.04390521	2.165137335	1.478038679	1.327590086	76.97807324	2.395100452	1.684079873	3.592778317	1.990541562	2.618013889	2.062486205	8.387044502	40.5484386	26.15955307	3.077930766	11.04696212
FCER2	7.426007078	0.285284272	0.001149537	0.035606824	0.280344188	420.7776487	0.053796772	0	0.065293258	0.717152016	0	0.104665944	3.655450583	104.4368638	19.21402186	0	115.3297299
ZNF318	5.783462349	8.094989224	5.770599292	6.136188237	3.509448761	62.14964247	7.740338444	3.738726871	6.515154629	0.927274156	7.789122607	1.232705267	7.435307671	8.629278117	56.05083328	3.187133018	8.256722293
CLCN4	2.148989186	0	0	0	0	15.72606571	0	0	0	4.990682651	0	0.035074849	0.467903225	2.854643903	5.945528561	0	1.247852317
DBNDD1	0.080153761	0.042765986	0.059092398	8.119190563	0.954232355	41.70425201	2.017735634	0.087802927	0.052553112	0	0.048547202	0	0.01530721	2.334861313	0.109820255	1.322469736	3.846502938
STEAP1B	0	0	0	0	0	10.82383444	0	0	0	0	0	0	0	4.652729189	0	0	0
SLC38A11	0	0.124621042	0.000353048	0.208129984	0	32.06858435	0.049306849	0.00999925	0	0.021775114	0.122072461	0.026029148	0.120626584	9.312120269	0.561427665	2.559653535	0.818384605
GLYATL1P3	0	0	0	0	0	48.51693989	0	0	0	0	0	0	0	20.33484055	0	1.282387943	0
ABCB4	0.097966861	1.005650703	0.434624075	0.053455366	0	38.3580973	0.152952015	0	0.038423057	0	0.113452315	0	0.569565211	14.90708716	26.53336995	1.422994095	0.756591151
VAV3-AS1	0	0.382766051	0.100579235	0	0	17.66548796	0.047269846	0	0	0	0	0.408065925	0	6.912817824	1.373236261	0	0
RP11-231C14.7	2.131365011	2.033701643	0.878546013	0.968404089	0.649848858	9.589364885	1.093779244	0.306620626	1.065137245	0.399843468	1.294177166	0.620881483	1.917099336	3.297886126	18.55121647	1.804086877	1.846538624
VPREB3	0	0	0	0	0	87.22576079	0	0	0	0.086053838	0	0	0	51.92196979	0	0	10.62803462
SNX29P1	2.214304095	2.679282286	1.477115304	1.135997047	1.780527886	44.18283681	2.12161053	0.79298802	1.497644338	1.073241945	1.157900082	1.174690547	2.654791502	20.09134231	22.61727721	46.28517889	4.10617639
ELL3	1.850927851	0.393347757	1.601502719	1.999847689	1.537056765	49.20659389	2.612227346	0.10844923	1.045890616	0.054205171	1.385617251	0.817043911	0.621597836	13.28142049	7.275931389	21.63216474	0.30746757
RP11-693J15.5	0.302931817	0.168071783	0.113859125	0.180135802	0.105040325	16.38008765	0.215065106	0.103910122	0.182179528	0.212027728	0.192553626	0.169986213	0.319824114	7.40750367	1.039189001	2.037734579	4.294863815
GLYATL1P4	0	0	0	0	0	30.61529178	0	0	0	0	0	0	0	9.39454631	0	0	0
FCRL1	1.533888936	1.024100474	1.269141303	0.994943412	0.706293387	1516.348713	2.52727613	0.939424113	0.957950394	2.584881668	2.485338418	3.492463624	10.34183376	625.4616014	5.608894169	1.161620093	286.8577778
RP11-142C4.6	0	0.380698127	0	0	0	55.67332894	0	0	0	0	0	0	0	23.7904601	1.854730525	0.180358505	1.162311279
MACROD2	3.413299046	1.779122346	1.490655837	1.913931337	1.824629397	18.97436405	2.038030431	1.104143939	1.73067898	4.362989253	1.706963865	1.40361302	4.554013849	6.99439578	7.618763156	1.36955703	10.46668384
FAM177B	0.09162609	0.125327511	0.047134486	0.139646371	0	44.36891094	0	0	0	0.373769883	0	0.260977113	0.34554474	13.54039762	0	27.58622766	0
LINC00926	3.502197822	2.355115575	2.462692856	2.605874674	2.872684097	732.2133428	4.068194756	2.005260503	2.28794835	2.231417602	4.581517589	2.854922767	5.033668509	494.762106	16.58497158	5.265196666	33.32220589
SYN3	2.217650844	1.275111527	0.653359966	0.379645654	0.471951045	13.52846665	0.870634573	0.516801765	1.177727887	1.616162385	1.178211579	0.971559675	2.098331829	0.810947097	11.87286067	1.182107883	0
IGHV5-78	0	0	0	0	0	240.2247427	0	0	0	0	0	0	0	131.5931717	0	5.596203864	200.5617031
AC002480.5	0	0	0	0	0	14.24408489	0.004476912	0	0	0	0	0	0	9.588947514	0	0	0
RP11-693J15.4	0	0	0.047154988	0.230043811	0.182594284	54.94298367	0.097669251	0.072584746	0.22360101	0.412763481	0.135154092	0.001289709	0	40.08252855	1.566521564	10.6275047	28.92108311
TAPT1	25.28521279	14.52887598	10.02743487	24.45356207	14.11792273	104.3570404	22.91274803	13.00632545	14.79309185	9.662639682	15.00936734	10.69498927	22.22676943	16.72419748	116.3692422	35.70958823	33.42378031
SNX29	78.07721124	20.92257299	16.75708909	36.32419831	18.26740073	217.7641469	27.86791403	14.50066148	20.21160824	5.385983578	15.13009898	14.58609805	57.35247539	70.5823821	171.8915046	80.30922634	217.7305792
GLYATL1P1	0	0	0	0	0	11.41545413	0	0	0	0	0	0	0.318574945	4.005778095	1.333645074	0.264020095	0
MIR5195	0	0	0	0	0	404.523244	0	0	0	0	0	0	0	239.8338885	0	7.21258084	170.112783
PLPP5	23.64094999	25.73348768	29.58147177	29.29234373	17.36536771	488.7314129	41.49920704	35.26211171	43.25281971	5.726744369	32.74049018	38.32406142	26.57449454	121.5787337	105.4649933	53.13678263	843.227574
NETO1	0	0	0	0	0	5.835415636	0	0	0	0	0	0	0	1.461077823	0	0	0
ICOSLG	2.456690091	0.30403126	0.258657039	0.844422388	0.620390449	13.07898904	1.839275526	0.318798097	0.45949545	0.212295533	0.293791767	0.330230465	2.809378002	5.499263464	13.1047457	2.348776756	6.742882471
CLEC17A	3.998190739	0.17270919	0.06815019	0.162969703	0.160415961	124.4224417	0.279711719	0.159144237	0.126354229	10.37968501	0.12449835	5.246302721	3.269453918	78.00080496	121.9831968	0.235928094	33.43823651
CD22	12.61806938	4.34674752	1.200963716	2.551456439	1.64166053	797.8272395	2.601990785	1.565024556	2.548471801	4.508819674	1.386859236	4.805870603	16.42560381	438.0820362	98.3026821	21.22062878	23.67154357
KCNH8	0	0	0	0	0.006354564	22.18501276	0	0	0	0	0	0	0	11.51147293	1.264276355	15.09727357	0
CD72	7.534602889	22.37909647	10.26973533	3.795552207	3.749792659	366.2746124	6.028364314	10.09372893	16.0075306	0.231963042	12.21044221	1.773199898	6.577291005	118.1224434	177.876137	31.4796203	21.84777427
Z84812.4	0.27924115	0	0.003009352	0.159665746	0	16.88480582	0.108190647	0.044641808	0.191444214	1.681076269	0	0	0.307911903	7.371757686	1.144060243	0.564466913	0
CHL1	0.091623295	0	0.005763598	0.106980607	0	6.375300572	0.082098792	0.014807366	0	0	0.048555063	0	0	3.457447145	0	0.057878288	0
CNTNAP2	0.827484124	0.784853466	0.4535636	0.967650622	0.71829758	23.04183144	1.063072554	0.678952965	0.545282013	0.636603735	0.678317013	0.802264471	1.086464576	12.09112934	3.480747236	1.178018771	5.729986233
PTPRK	2.041168384	1.120550366	3.44348909	2.505810598	24.81288217	66.58283932	3.918929187	2.444044845	3.650574904	0.616373981	4.878984741	1.717661496	2.078661921	24.75954753	6.661575365	2.337164364	7.685683282
